Category,Field,Number,Name,Field + Number, 
HST,ARTH,3535,New German Cinema,ARTH 3535, 
HST,ARTH,3611,"Art of South Asia, 1200 - Present",ARTH 3611, 
HST,ARTH,3820,Introduction to the Arts of Japan,ARTH 3820, 
HST,ARTH,3850,The Arts of Southeast Asia,ARTH 3850, 
HST,ARTH,4305,"Looking for Love: Visual and Literary Cultures of Love in the Medieval Mediterranean, 1100 - 1400 AD",ARTH 4305, 
HST,ARTH,4310,Methods in Medieval,ARTH 4310, 
HST,ARTH,4351,Problems in Byzantine Art,ARTH 4351, 
HST,ARTH,4353,"Sardis, A City at the Crossroads",ARTH 4353, 
HST,ARTH,4354,Byzantine Archaeology,ARTH 4354, 
HST,ARTH,4556,Decolonial Poetics and Aesthetics: Arts of Resistance in the Americas,ARTH 4556, 
HST,ARTH,4630,Museum Histories,ARTH 4630, 
HST,ARTH,4664,Death in the City: Funerary Architecture in Muslim South Asia,ARTH 4664, 
HST,ARTH,4690,Comparative Modernities,ARTH 4690, 
HST,ARTH,4754,Themes in Mediterranean Archaeology,ARTH 4754, 
HST,ARTH,4816,Modern Chinese Art,ARTH 4816, 
HST,ARTH,4820,Art in Zen and Zen in Art,ARTH 4820, 
HST,ARTH,4851,"Performing Objects, Collecting Cultures",ARTH 4851, 
HST,ARTH,4852,Shadowplay: Asian Art and Performance,ARTH 4852, 
HST,ARTH,4854,Water: Art and Politics in Southeast Asia,ARTH 4854, 
HST,ARTH,4855,Threads of Consequence: Textiles in South and Southeast Asia,ARTH 4855, 
HST,ASIAN,1174,Imperial China,ASIAN 1174, 
HST,ASIAN,1191,Introduction to Modern Asian History,ASIAN 1191, 
HST,ASIAN,1192,Modern China,ASIAN 1192, 
HST,ASIAN,1193,A Global History of Love,ASIAN 1193, 
HST,ASIAN,2208,Introduction to Southeast Asia,ASIAN 2208, 
HST,ASIAN,2211,Introduction to Japan,ASIAN 2211, 
HST,ASIAN,2212,Introduction to China,ASIAN 2212, 
HST,ASIAN,2218,Introduction to Korea,ASIAN 2218, 
HST,ASIAN,2222,The World of Modern Japan,ASIAN 2222, 
HST,ASIAN,2225,"Literature, Politics, and Genocide in Cambodia",ASIAN 2225, 
HST,ASIAN,2248,Buddhists in the Indian Ocean Arena: Past and Present,ASIAN 2248, 
HST,ASIAN,2250,Introduction to Asian Religions,ASIAN 2250, 
HST,ASIAN,2251,The History of Religious Life in Imperial China,ASIAN 2251, 
HST,ASIAN,2258,The Occupation of Japan,ASIAN 2258, 
HST,ASIAN,2262,Medicine and Healing in China,ASIAN 2262, 
HST,ASIAN,2274,"Mughal India and the Early Modern World, c. 1500-1800",ASIAN 2274, 
HST,ASIAN,2275,History of Modern India,ASIAN 2275, 
HST,ASIAN,2279,Chinese Mythology,ASIAN 2279, 
HST,ASIAN,2280,Law and Society in Early Modern and Modern China,ASIAN 2280, 
HST,ASIAN,2283,Social Debates in China,ASIAN 2283, 
HST,ASIAN,2286,Transformations in Twentieth Century China,ASIAN 2286, 
HST,ASIAN,2288,Introduction to the Arts of China,ASIAN 2288, 
HST,ASIAN,2289,Daoist Traditions,ASIAN 2289, 
HST,ASIAN,2291,Engendering China,ASIAN 2291, 
HST,ASIAN,2293,Making of an Empire in China,ASIAN 2293, 
HST,ASIAN,2294,"Of Saints, Poets, and Revolutionaries: Medieval and Modern Iran and Central Asia",ASIAN 2294, 
HST,ASIAN,2299,Buddhism,ASIAN 2299, 
HST,ASIAN,3305,Seminar on American Relations with China,ASIAN 3305, 
HST,ASIAN,3312,What was the Vietnam War?,ASIAN 3312, 
HST,ASIAN,3316,"Zen Buddhism: Ecology, Sustainability and Daily Life",ASIAN 3316, 
HST,ASIAN,3317,Japanese Poetry,ASIAN 3317, 
HST,ASIAN,3350,The Arts of Southeast Asia,ASIAN 3350, 
HST,ASIAN,3363,Sino-Vietnamese Studies,ASIAN 3363, 
HST,ASIAN,3365,Genocide Today,ASIAN 3365, 
HST,ASIAN,3381,Introduction to the Arts of Japan,ASIAN 3381, 
HST,ASIAN,3382,"Art of South Asia, 1200 - Present",ASIAN 3382, 
HST,ASIAN,3389,China's Rural-Urban Integration,ASIAN 3389, 
HST,ASIAN,3396,Transnational Local: Southeast Asian History from the Eighteenth Century,ASIAN 3396, 
HST,ASIAN,3397,Monsoon Kingdoms: Pre-Modern Southeast Asian History,ASIAN 3397, 
HST,ASIAN,4405,Market and Material Life in Early Modern China,ASIAN 4405, 
HST,ASIAN,4411,History of the Japanese Language,ASIAN 4411, 
HST,ASIAN,4415,The Body Politic in Asia,ASIAN 4415, 
HST,ASIAN,4416,Gender and Sexuality in Southeast Asia,ASIAN 4416, 
HST,ASIAN,4417,Race and Asia in World History,ASIAN 4417, 
HST,ASIAN,4423,The City: Asia,ASIAN 4423, 
HST,ASIAN,4426,Narrating Choson Korea: History and Memory,ASIAN 4426, 
HST,ASIAN,4429,Vitality and Power in China,ASIAN 4429, 
HST,ASIAN,4442,Shadowplay: Asian Art and Performance,ASIAN 4442, 
HST,ASIAN,4445,"Performing Objects, Collecting Cultures",ASIAN 4445, 
HST,ASIAN,4449,"History, Theory, and Methods in the Academic Study of Religion",ASIAN 4449, 
HST,ASIAN,4450,Art in Zen and Zen in Art,ASIAN 4450, 
HST,ASIAN,4458,U.S. Cultures of War and Empire,ASIAN 4458, 
HST,ASIAN,4462,"Religion, Colonialism, and Nationalism in South and Southeast Asia",ASIAN 4462, 
HST,ASIAN,4465,"Scandal, Corruption, and the Making of the British Empire in India",ASIAN 4465, 
HST,ASIAN,4466,Buddhists and Muslims: Asian Interactions,ASIAN 4466, 
HST,ASIAN,4471,Death in the City: Funerary Architecture in Muslim South Asia,ASIAN 4471, 
HST,ASIAN,4473,Modern Chinese Art,ASIAN 4473, 
HST,ASIAN,4478,China Imagined: The Historical and Global Origins of the Chinese Nation,ASIAN 4478, 
HST,ASIAN,4485,"Annamese and Merovingians: Two Imperial Frontiers - Rome and Han-Tang China, 5th-8th Centuries",ASIAN 4485, 
HST,ASIAN,4487,Threads of Consequence: Textiles in South and Southeast Asia,ASIAN 4487, 
HST,ASIAN,4499,Water: Art and Politics in Southeast Asia,ASIAN 4499, 
HST,ASRC,1590,History and Popular Culture in Africa,ASRC 1590, 
HST,ASRC,1595,African American History From 1865,ASRC 1595, 
HST,ASRC,1790,"Pirates, Slaves, and Revolutionaries: A History of the Caribbean from Columbus to Louverture",ASRC 1790, 
HST,ASRC,2003,Africa: The Continent and Its People,ASRC 2003, 
HST,ASRC,2006,Understanding Global Capitalism Through Service Learning,ASRC 2006, 
HST,ASRC,2025,Apartheid's Afterlife,ASRC 2025, 
HST,ASRC,2091,"A History of Human Trafficking in the Atlantic World, ca. 1400-1800",ASRC 2091, 
HST,ASRC,2204,Introduction to Quranic Arabic,ASRC 2204, 
HST,ASRC,2308,Modern Caribbean History,ASRC 2308, 
HST,ASRC,2317,Histories of the African Diaspora,ASRC 2317, 
HST,ASRC,2354,African American Visions of Africa,ASRC 2354, 
HST,ASRC,2452,Dress Cloth and Identity,ASRC 2452, 
HST,ASRC,2512,Black Women in the 20th Century,ASRC 2512, 
HST,ASRC,2542,The Making of Contemporary Africa,ASRC 2542, 
HST,ASRC,2543,In the Crossfire of Empires: Africa and World War II,ASRC 2543, 
HST,ASRC,2641,Race and Modern US History,ASRC 2641, 
HST,ASRC,2670,The History and Politics of Modern Egypt,ASRC 2670, 
HST,ASRC,2674,History of the Modern Middle East,ASRC 2674, 
HST,ASRC,2688,Cleopatra's Egypt: Tradition and Transformation,ASRC 2688, 
HST,ASRC,2755,Race and Slavery in the Early Atlantic World,ASRC 2755, 
HST,ASRC,2955,Socialism in America,ASRC 2955, 
HST,ASRC,3010,Sweetness: How Sugar Built the Modern World,ASRC 3010, 
HST,ASRC,3330,China-Africa Relations,ASRC 3330, 
HST,ASRC,3333,Ethics and Society: Aid and Its Consequences,ASRC 3333, 
HST,ASRC,3340,"Race, Class, Gender and Violence",ASRC 3340, 
HST,ASRC,3405,"A Maritime History of Early America, ca. 1450-1850",ASRC 3405, 
HST,ASRC,3590,The Black Radical Tradition in the U.S.,ASRC 3590, 
HST,ASRC,3652,African Economic Development Histories,ASRC 3652, 
HST,ASRC,3742,Africans and African Americans in Literature,ASRC 3742, 
HST,ASRC,4155,Slavery and Gender in the Atlantic World,ASRC 4155, 
HST,ASRC,4291,Marriage and Divorce in the African Context,ASRC 4291, 
HST,ASRC,4653,"Biography and the Black Atlantic, 1400-1800",ASRC 4653, 
HST,ASRC,4669,From Slavery to Mass Incarceration: A History of Policing in Black Communities,ASRC 4669, 
HST,ASTRO,1700,"History of Exploration: Land, Sea, and Space",ASTRO 1700, 
HST,BSOC,1942,The History of Science in Europe: Newton to Darwin; Darwin to Einstein,BSOC 1942, 
HST,BSOC,2071,Introduction to the History of Medicine,BSOC 2071, 
HST,BSOC,2211,Early Agriculture,BSOC 2211, 
HST,BSOC,2245,Health and Disease in the Ancient World,BSOC 2245, 
HST,BSOC,2561,Medicine and Healing in China,BSOC 2561, 
HST,BSOC,2581,Environmental History,BSOC 2581, 
HST,BSOC,2721,History of Mental Health and Mental Illness in the United States,BSOC 2721, 
HST,BSOC,2821,Introduction to the History of Modern Science,BSOC 2821, 
HST,BSOC,3181,"Living in an Uncertain World: Science, Technology, and Risk",BSOC 3181, 
HST,BSOC,4127,The Body Politic in Asia,BSOC 4127, 
HST,BSOC,4741,"Science, Medicine, the Body: A Critical Race and Feminist Inquiry",BSOC 4741, 
HST,BSOC,4911,Vitality and Power in China,BSOC 4911, 
HST,CAPS,1622,The World of Modern Japan,CAPS 1622, 
HST,CAPS,1740,Imperial China,CAPS 1740, 
HST,CAPS,1910,Introduction to Modern Asian History,CAPS 1910, 
HST,CAPS,1920,Modern China,CAPS 1920, 
HST,CAPS,2132,Law and Society in Early Modern and Modern China,CAPS 2132, 
HST,CAPS,2133,Social Debates in China,CAPS 2133, 
HST,CAPS,2209,Daoist Traditions,CAPS 2209, 
HST,CAPS,2212,Introduction to China,CAPS 2212, 
HST,CAPS,2262,Medicine and Healing in China,CAPS 2262, 
HST,CAPS,2931,Making of an Empire in China,CAPS 2931, 
HST,CAPS,2932,Engendering China,CAPS 2932, 
HST,CAPS,2985,Transformations in Twentieth Century China,CAPS 2985, 
HST,CAPS,3000,Seminar on American Relations with China,CAPS 3000, 
HST,CAPS,3307,Readings in Classical Chinese Literature,CAPS 3307, 
HST,CAPS,4127,The Body Politic in Asia,CAPS 4127, 
HST,CAPS,4420,Tang Poetry: Themes and Contexts,CAPS 4420, 
HST,CAPS,4772,China Imagined: The Historical and Global Origins of the Chinese Nation,CAPS 4772, 
HST,CAPS,4773,Twice A Stranger: Transnational Figures and Their Stories,CAPS 4773, 
HST,CAPS,4931,Vitality and Power in China,CAPS 4931, 
HST,CHLIT,3307,Readings in Classical Chinese Literature,CHLIT 3307, 
HST,CHLIT,4420,Tang Poetry: Themes and Contexts,CHLIT 4420, 
HST,CLASS,1699,English Words: Histories and Mysteries,CLASS 1699, 
HST,CLASS,1702,Great Discoveries in Greek and Roman Archaeology,CLASS 1702, 
HST,CLASS,2603,Initiation to Greek Culture,CLASS 2603, 
HST,CLASS,2613,New Testament and Other Early Christian Literatures,CLASS 2613, 
HST,CLASS,2630,Drinking through the Ages: Intoxicating Beverages in Near Eastern and World History,CLASS 2630, 
HST,CLASS,2636,Introduction to Christian History,CLASS 2636, 
HST,CLASS,2646,Magic and Witchcraft in the Greco-Roman World,CLASS 2646, 
HST,CLASS,2661,Greek and Roman Philosophy,CLASS 2661, 
HST,CLASS,2675,Ancient Greece from Helen to Alexander,CLASS 2675, 
HST,CLASS,2680,War and Peace in Greece and Rome,CLASS 2680, 
HST,CLASS,2687,Introduction to Military History,CLASS 2687, 
HST,CLASS,2688,Cleopatra's Egypt: Tradition and Transformation,CLASS 2688, 
HST,CLASS,2689,Roman History,CLASS 2689, 
HST,CLASS,2711,Archaeology of the Roman World: Italy and the West,CLASS 2711, 
HST,CLASS,2712,The Ancient Economy,CLASS 2712, 
HST,CLASS,2729,"Climate, Archaeology and History",CLASS 2729, 
HST,CLASS,2770,The Aegean and East Mediterranean Bronze Age c. 3000-1000 BCE,CLASS 2770, 
HST,CLASS,2806,Roman Law,CLASS 2806, 
HST,CLASS,2807,Slavery in the Ancient World,CLASS 2807, 
HST,CLASS,2812,Hieroglyphs to HTML: History of Writing,CLASS 2812, 
HST,CLASS,3655,The Byzantine Empire: Culture and Society,CLASS 3655, 
HST,CLASS,3675,Democracy and its Discontents,CLASS 3675, 
HST,CLASS,3738,Identity in the Ancient World,CLASS 3738, 
HST,CLASS,3750,Introduction to Dendrochronology,CLASS 3750, 
HST,CLASS,3802,Race and Ethnicity in the Ancient World,CLASS 3802, 
HST,CLASS,4626,Reinventing Biblical Narrative,CLASS 4626, 
HST,CLASS,4632,Data Corruption's Deep History,CLASS 4632, 
HST,CLASS,4636,Gnosticism and Early Christianity,CLASS 4636, 
HST,CLASS,4662,Topics in Ancient Philosophy,CLASS 4662, 
HST,CLASS,4670,Archaeology of the Phoenicians,CLASS 4670, 
HST,CLASS,4677,Desert Monasticism,CLASS 4677, 
HST,CLASS,4681,Unconventional and Hybrid Warfare in Ancient Greece and Rome,CLASS 4681, 
HST,CLASS,4744,Globalism and Collapse in the Late Bronze Age World,CLASS 4744, 
HST,CLASS,4754,Themes in Mediterranean Archaeology,CLASS 4754, 
HST,CLASS,4755,"Sardis, A City at the Crossroads",CLASS 4755, 
HST,COML,2350,The Medieval Book: Objects and Texts,COML 2350, 
HST,COML,2523,Islamophobia and Judeophobia,COML 2523, 
HST,COML,3655,"Epidemics, Plagues, Contagions",COML 3655, 
HST,COML,3891,Occupied France Through Film,COML 3891, 
HST,COML,4423,The City: Asia,COML 4423, 
HST,COML,4429,Walter Benjamin,COML 4429, 
HST,COML,4471,Premodern-Postmodern,COML 4471, 
HST,ECON,3300,Development of Economic Thought and Institutions,ECON 3300, 
HST,ECON,3310,American Economic History I,ECON 3310, 
HST,ECON,3320,American Economic History II,ECON 3320, 
HST,ENGL,2100,Medieval Romance: Voyages to the Otherworld,ENGL 2100, 
HST,ENGL,2160,Television,ENGL 2160, 
HST,ENGL,2761,American Cinema,ENGL 2761, 
HST,ENGL,3120,Beowulf,ENGL 3120, 
HST,ENGL,3190,Chaucer,ENGL 3190, 
HST,ENGL,3280,The Bible as Literature,ENGL 3280, 
HST,ENGL,3340,"Race, Class, Gender and Violence",ENGL 3340, 
HST,ENGL,3360,American Drama and Theatre,ENGL 3360, 
HST,ENGL,3370,Contemporary American Theatre on Stage and Screen,ENGL 3370, 
HST,ENGL,3660,Reading the Nineteenth-Century American Novel,ENGL 3660, 
HST,ENGL,3675,The Environmental Imagination in American Literature,ENGL 3675, 
HST,ENGL,3742,Africans and African Americans in Literature,ENGL 3742, 
HST,ENGL,4145,Race and Gender in the Middle Ages,ENGL 4145, 
HST,ENGL,4180,The Imaginary Jew: Roots of Antisemitism in Medieval England,ENGL 4180, 
HST,ENGL,4556,Decolonial Poetics and Aesthetics: Arts of Resistance in the Americas,ENGL 4556, 
HST,ENGL,4918,"American Dream?: Journalism, Politics, and Identity in U.S. Immigration Policy",ENGL 4918, 
HST,FGSS,1940,A Global History of Love,FGSS 1940, 
HST,FGSS,2082,Of Ice and Men: Masculinities in the Medieval North,FGSS 2082, 
HST,FGSS,2160,Television,FGSS 2160, 
HST,FGSS,2335,Making Public Queer History,FGSS 2335, 
HST,FGSS,2512,Black Women in the 20th Century,FGSS 2512, 
HST,FGSS,2722,LGBTQ History in the United States,FGSS 2722, 
HST,FGSS,2806,Roman Law,FGSS 2806, 
HST,FGSS,2932,Engendering China,FGSS 2932, 
HST,FGSS,3662,"Women, War, and Peace in Europe, 1900-1950",FGSS 3662, 
HST,FGSS,3700,Gender and Age in Archaeology,FGSS 3700, 
HST,FGSS,4114,"Science, Medicine, the Body: A Critical Race and Feminist Inquiry",FGSS 4114, 
HST,FGSS,4127,The Body Politic in Asia,FGSS 4127, 
HST,FGSS,4155,Slavery and Gender in the Atlantic World,FGSS 4155, 
HST,FGSS,4160,Gender and Sexuality in Southeast Asia,FGSS 4160, 
HST,FGSS,4231,Gender and Technology in Historical Perspectives,FGSS 4231, 
HST,FGSS,4291,Marriage and Divorce in the African Context,FGSS 4291, 
HST,FGSS,4336,"Food, Identity, and Politics in the United States",FGSS 4336, 
HST,FGSS,4504,The City: Asia,FGSS 4504, 
HST,FGSS,4950,"Gender, Power, and Authority in England, 1600 to 1800",FGSS 4950, 
HST,FREN,1720,French Classics,FREN 1720, 
HST,FREN,2270,Versions of Versailles,FREN 2270, 
HST,FREN,2350,The Medieval Book: Objects and Texts,FREN 2350, 
HST,FREN,2860,The French Revolution,FREN 2860, 
HST,FREN,3350,Romance to Revolution: The French Novel Before 1850,FREN 3350, 
HST,FREN,3630,In Prison 15th-20th Century,FREN 3630, 
HST,FREN,3655,"Epidemics, Plagues, Contagions",FREN 3655, 
HST,FREN,3720,French Realms of Memory,FREN 3720, 
HST,FREN,3840,Occupied France Through Film,FREN 3840, 
HST,FREN,3880,La Princesse de Cleves: The World of Mme de Lafayette,FREN 3880, 
HST,FREN,4285,Old French,FREN 4285, 
HST,FREN,4525,Historicizing Communism,FREN 4525, 
HST,GERST,3515,Cinema of the Weimar Republic,GERST 3515, 
HST,GERST,3525,New German Cinema,GERST 3525, 
HST,GERST,3580,Nineteenth Century Philosophy,GERST 3580, 
HST,GERST,4285,Premodern Literature and Media,GERST 4285, 
HST,GERST,4370,Topics in German Philosophy,GERST 4370, 
HST,GERST,4375,The Holocaust and History Writing,GERST 4375, 
HST,GERST,4413,Walter Benjamin,GERST 4413, 
HST,GERST,4471,Premodern-Postmodern,GERST 4471, 
HST,GOVT,1623,The World of Modern Japan,GOVT 1623, 
HST,GOVT,2523,Islamophobia and Judeophobia,GOVT 2523, 
HST,GOVT,2623,History and Politics of the Modern and Contemporary Middle East,GOVT 2623, 
HST,GOVT,2673,The History and Politics of Modern Egypt,GOVT 2673, 
HST,GOVT,2747,History of the Modern Middle East,GOVT 2747, 
HST,GOVT,2806,Roman Law,GOVT 2806, 
HST,GOVT,3001,Constitutional Law and U.S. Politics,GOVT 3001, 
HST,GOVT,3002,Civil Rights and Civil Liberties,GOVT 3002, 
HST,GOVT,3072,"The U.S. Constitution: Crisis, Change and Legitimacy",GOVT 3072, 
HST,GOVT,3261,The US Regime in Comparative and Historical Perspective,GOVT 3261, 
HST,GOVT,3333,China-Africa Relations,GOVT 3333, 
HST,GOVT,3675,Democracy and its Discontents,GOVT 3675, 
HST,GOVT,3715,Colonialism and Decolonization,GOVT 3715, 
HST,GOVT,3726,Revolution,GOVT 3726, 
HST,GOVT,3837,WIM: The Cold War,GOVT 3837, 
HST,GOVT,3977,History of the Israeli-Palestinian Conflict,GOVT 3977, 
HST,GOVT,4218,History of the United States Senate,GOVT 4218, 
HST,GOVT,4265,Postcolonial Theory,GOVT 4265, 
HST,GREEK,4457,Homeric Language,GREEK 4457, 
HST,HIST,1510,Introduction to Western Civilization I,HIST 1510, 
HST,HIST,1511,"The Making of Modern Europe, from 1500 to the Present",HIST 1511, 
HST,HIST,1540,American Capitalism,HIST 1540, 
HST,HIST,1545,"Building the United States: Infrastructure, Public Works, and Nation-Making from 1776 to the Present",HIST 1545, 
HST,HIST,1561,Introduction to the Ottoman Empire,HIST 1561, 
HST,HIST,1571,American Defense Policy and Military History from the Two World Wars to the Global War on Terror,HIST 1571, 
HST,HIST,1585,Sports and Politics in American History,HIST 1585, 
HST,HIST,1590,History and Popular Culture in Africa,HIST 1590, 
HST,HIST,1591,A Global Approach to Modern Chinese History,HIST 1591, 
HST,HIST,1595,African American History From 1865,HIST 1595, 
HST,HIST,1600,History of Law: Great Trials,HIST 1600, 
HST,HIST,1620,Histories of the Future,HIST 1620, 
HST,HIST,1622,The World of Modern Japan,HIST 1622, 
HST,HIST,1635,African American History to 1865,HIST 1635, 
HST,HIST,1640,U.S. History since the Great Depression,HIST 1640, 
HST,HIST,1650,"Myths of Monarchy in Europe, Medieval Times to the Present",HIST 1650, 
HST,HIST,1660,The Vikings and their World,HIST 1660, 
HST,HIST,1700,"History of Exploration: Land, Sea, and Space",HIST 1700, 
HST,HIST,1710,The Jewish Atlantic: 1492-Present,HIST 1710, 
HST,HIST,1740,Imperial China,HIST 1740, 
HST,HIST,1750,Routes: Global Histories,HIST 1750, 
HST,HIST,1800,Immigration in U.S. History,HIST 1800, 
HST,HIST,1802,Introduction to Latinos in U.S. History,HIST 1802, 
HST,HIST,1820,"U.S. Borders, North and South",HIST 1820, 
HST,HIST,1850,Thinking about History with the Manson Murders,HIST 1850, 
HST,HIST,1910,Introduction to Modern Asian History,HIST 1910, 
HST,HIST,1920,Modern China,HIST 1920, 
HST,HIST,1930,A Global History of Love,HIST 1930, 
HST,HIST,1942,The History of Science in Europe: Newton to Darwin; Darwin to Einstein,HIST 1942, 
HST,HIST,1950,The Invention of the Americas,HIST 1950, 
HST,HIST,1951,Foreign Policy as Subversion,HIST 1951, 
HST,HIST,1955,"No Gods, No Masters: Histories of Anarchism",HIST 1955, 
HST,HIST,1960,Modern Latin America,HIST 1960, 
HST,HIST,1970,"Pirates, Slaves, and Revolutionaries: A History of the Caribbean from Columbus to Louverture",HIST 1970, 
HST,HIST,1975,Caribbean Migrations I: Caribbean Arrivals,HIST 1975, 
HST,HIST,1985,From Subjects to Citizens: The Making and Unmaking of Early America,HIST 1985, 
HST,HIST,1986,"Disasters!: A History of Colonial Failures in the Atlantic World, 1450-1750",HIST 1986, 
HST,HIST,2006,Understanding Global Capitalism Through Service Learning,HIST 2006, 
HST,HIST,2025,Apartheid's Afterlife,HIST 2025, 
HST,HIST,2042,Jim Crow and Exclusion Era in America,HIST 2042, 
HST,HIST,2082,Of Ice and Men: Masculinities in the Medieval North,HIST 2082, 
HST,HIST,2086,Modernity and its Critics,HIST 2086, 
HST,HIST,2091,"A History of Human Trafficking in the Atlantic World, ca. 1400-1800",HIST 2091, 
HST,HIST,2132,Law and Society in Early Modern and Modern China,HIST 2132, 
HST,HIST,2133,Social Debates in China,HIST 2133, 
HST,HIST,2155,The Invention of Religion,HIST 2155, 
HST,HIST,2157,Tolstoy: History and Counter-Culture,HIST 2157, 
HST,HIST,2158,St. Petersburg and the Making of Modern Russia,HIST 2158, 
HST,HIST,2159,The First Historians,HIST 2159, 
HST,HIST,2165,The Death of Democracy: Europe Between the World Wars,HIST 2165, 
HST,HIST,2195,"Biography, History, and Modernity",HIST 2195, 
HST,HIST,2208,The History of Religious Life in Imperial China,HIST 2208, 
HST,HIST,2209,Daoist Traditions,HIST 2209, 
HST,HIST,2220,From the New Deal to the Age of Reagan,HIST 2220, 
HST,HIST,2251,U.S. Immigration Narratives,HIST 2251, 
HST,HIST,2259,"Plague, Prisons and Print in 18th-century London",HIST 2259, 
HST,HIST,2285,Fascism in the Twentieth Century: History and Theory,HIST 2285, 
HST,HIST,2296,History Lab: Digital History of Black Resistance,HIST 2296, 
HST,HIST,2307,Histories of the African Diaspora,HIST 2307, 
HST,HIST,2315,The Occupation of Japan,HIST 2315, 
HST,HIST,2321,Introduction to Military History,HIST 2321, 
HST,HIST,2335,Making Public Queer History,HIST 2335, 
HST,HIST,2354,African American Visions of Africa,HIST 2354, 
HST,HIST,2381,"Corruption, Collusion, and Commerce in Early America and the Caribbean",HIST 2381, 
HST,HIST,2391,From Terra Incognita to Territories of Nation-States: Early American History in Two Dozen Maps,HIST 2391, 
HST,HIST,2423,Dazed and Confused: The Politics of Drug and Alcohol in US History,HIST 2423, 
HST,HIST,2452,Dress Cloth and Identity,HIST 2452, 
HST,HIST,2461,History of Minorities in Ottoman West Asia and North Africa,HIST 2461, 
HST,HIST,2512,Black Women in the 20th Century,HIST 2512, 
HST,HIST,2521,"England's Age of Revolutions, 1500-1815",HIST 2521, 
HST,HIST,2526,"Words as Weapons: Political Vocabulary, Mass Media and the Evolution of Political Consciousness",HIST 2526, 
HST,HIST,2530,Introduction to Islamic Civilization,HIST 2530, 
HST,HIST,2541,Modern Caribbean History,HIST 2541, 
HST,HIST,2542,The Making of Contemporary Africa,HIST 2542, 
HST,HIST,2543,In the Crossfire of Empires: Africa and World War II,HIST 2543, 
HST,HIST,2548,Buddhists in the Indian Ocean Arena: Past and Present,HIST 2548, 
HST,HIST,2560,War and Peace in Greece and Rome,HIST 2560, 
HST,HIST,2562,Medicine and Healing in China,HIST 2562, 
HST,HIST,2581,Environmental History,HIST 2581, 
HST,HIST,2582,US Environmental History,HIST 2582, 
HST,HIST,2590,The Crusades,HIST 2590, 
HST,HIST,2596,America's Gods: Race and Place in American History,HIST 2596, 
HST,HIST,2640,Introduction to Asian American History,HIST 2640, 
HST,HIST,2641,Race and Modern US History,HIST 2641, 
HST,HIST,2650,Ancient Greece from Helen to Alexander,HIST 2650, 
HST,HIST,2660,Everything You Know About Indians is Wrong: Unlearning Native American History,HIST 2660, 
HST,HIST,2664,What's Colonial About Early America?,HIST 2664, 
HST,HIST,2665,The American Revolutionary Era,HIST 2665, 
HST,HIST,2672,The History and Politics of Modern Egypt,HIST 2672, 
HST,HIST,2674,History of the Modern Middle East,HIST 2674, 
HST,HIST,2680,The United States in the 1960s and 1970s,HIST 2680, 
HST,HIST,2686,The U.S. and the Middle East,HIST 2686, 
HST,HIST,2688,Cleopatra's Egypt: Tradition and Transformation,HIST 2688, 
HST,HIST,2689,Roman History,HIST 2689, 
HST,HIST,2690,History of Terrorism,HIST 2690, 
HST,HIST,2710,Introduction to the History of Medicine,HIST 2710, 
HST,HIST,2712,The Ancient Economy,HIST 2712, 
HST,HIST,2715,"A Global South: Chile, the Pacific and the World",HIST 2715, 
HST,HIST,2721,History of Mental Health and Mental Illness in the United States,HIST 2721, 
HST,HIST,2722,LGBTQ History in the United States,HIST 2722, 
HST,HIST,2726,Culture and Identity in Modern America: The 19th Century,HIST 2726, 
HST,HIST,2742,Cultures of the Middle Ages,HIST 2742, 
HST,HIST,2749,"Mughal India and the Early Modern World, c. 1500-1800",HIST 2749, 
HST,HIST,2750,History of Modern India,HIST 2750, 
HST,HIST,2755,Race and Slavery in the Early Atlantic World,HIST 2755, 
HST,HIST,2760,The British Empire,HIST 2760, 
HST,HIST,2792,"Monuments, Museums, and Memory: An Introduction to Public History",HIST 2792, 
HST,HIST,2815,Imprisonment in Europe and America from the Middle Ages to the Present,HIST 2815, 
HST,HIST,2820,Introduction to the History of Modern Science,HIST 2820, 
HST,HIST,2852,Judaism and the Origins of Christianity,HIST 2852, 
HST,HIST,2853,The Law in Jewish History,HIST 2853, 
HST,HIST,2860,The French Revolution,HIST 2860, 
HST,HIST,2881,Ten Technologies That Shook the World?,HIST 2881, 
HST,HIST,2910,Jewish Modernity,HIST 2910, 
HST,HIST,2920,Inventing an Information Society,HIST 2920, 
HST,HIST,2931,Making of an Empire in China,HIST 2931, 
HST,HIST,2932,Engendering China,HIST 2932, 
HST,HIST,2955,Socialism in America,HIST 2955, 
HST,HIST,2958,Empires and Vampires: History of Eastern Europe,HIST 2958, 
HST,HIST,2969,The Rise and Fall of the Soviet Empire,HIST 2969, 
HST,HIST,2970,Imperial Russia,HIST 2970, 
HST,HIST,2985,Transformations in Twentieth Century China,HIST 2985, 
HST,HIST,3060,Modern Mexico: A Global History,HIST 3060, 
HST,HIST,3081,"Stability and Crisis: Capitalism and Democracy, 1870 to the present",HIST 3081, 
HST,HIST,3181,"Living in an Uncertain World: Science, Technology, and Risk",HIST 3181, 
HST,HIST,3200,The Viking Age,HIST 3200, 
HST,HIST,3312,What was the Vietnam War?,HIST 3312, 
HST,HIST,3363,Sino-Vietnamese Studies,HIST 3363, 
HST,HIST,3391,Seminar on American Relations with China,HIST 3391, 
